Division Number: 62
Division Date: 22 January 2024 - 21:05

Offshore Petroleum Licensing Bill: Second Reading

Aye Count: 293
No Count: 211
Result: Question accordingly agreed.

Members recorded
Member,Party,Constituency,Vote,Proxy Member
"Neil O'Brien","Conservative","Harborough","Aye",""
"Brendan O'Hara","Scottish National Party","Argyll and Bute","No",""
"Matthew Offord","Conservative","Hendon","No Vote Recorded",""
"Sarah Olney","Liberal Democrat","Richmond Park","No",""
"Chi Onwurah","Labour","Newcastle upon Tyne Central","No",""
"Guy Opperman","Conservative","Hexham","Aye",""
"Abena Oppong-Asare","Labour","Erith and Thamesmead","No",""
"Kate Osamor","Labour","Edmonton","No",""
"Kate Osborne","Labour","Jarrow","No Vote Recorded",""
"Kirsten Oswald","Scottish National Party","East Renfrewshire","No Vote Recorded",""
"Taiwo Owatemi","Labour","Coventry North West","No","Chris Elmore"
"Sarah Owen","Labour","Luton North","No",""
"Ian Paisley","Democratic Unionist Party","North Antrim","No Vote Recorded",""
"Priti Patel","Conservative","Witham","No Vote Recorded",""
"Mark Pawsey","Conservative","Rugby","Aye",""
"Stephanie Peacock","Labour","Barnsley East","No Vote Recorded",""
"Mike Penning","Conservative","Hemel Hempstead","Aye",""
"Matthew Pennycook","Labour","Greenwich and Woolwich","No",""
"John Penrose","Conservative","Weston-super-Mare","Aye",""
"Andrew Percy","Conservative","Brigg and Goole","Aye",""
"Toby Perkins","Labour","Chesterfield","No",""
"Jess Phillips","Labour","Birmingham, Yardley","No",""
"Bridget Phillipson","Labour","Houghton and Sunderland South","No",""
"Chris Philp","Conservative","Croydon South","Aye",""
"Luke Pollard","Labour","Plymouth, Sutton and Devonport","No",""
"Dan Poulter","Conservative","Central Suffolk and North Ipswich","Aye",""
"Rebecca Pow","Conservative","Taunton Deane","Aye",""
"Lucy Powell","Labour","Manchester Central","No Vote Recorded",""
"Victoria Prentis","Conservative","Banbury","Aye",""
"Mark Pritchard","Conservative","The Wrekin","Aye",""
"Tom Pursglove","Conservative","Corby","Aye",""
"Anum Qaisar","Scottish National Party","Airdrie and Shotts","No",""
"Jeremy Quin","Conservative","Horsham","Aye",""
"Will Quince","Conservative","Colchester","Aye",""
"Yasmin Qureshi","Labour","Bolton South East","No",""
"Dominic Raab","Conservative","Esher and Walton","No Vote Recorded",""
"Tom Randall","Conservative","Gedling","Aye",""
"Angela Rayner","Labour","Ashton-under-Lyne","No",""
"John Redwood","Conservative","Wokingham","Aye",""
"Steve Reed","Labour","Croydon North","No Vote Recorded",""
"Jacob Rees-Mogg","Conservative","North East Somerset","Aye",""
"Christina Rees","Independent","Neath","No",""
"Ellie Reeves","Labour","Lewisham West and Penge","No",""
"Rachel Reeves","Labour","Leeds West","No",""
"Jonathan Reynolds","Labour","Stalybridge and Hyde","No",""
"Bell Ribeiro-Addy","Labour","Streatham","No",""
"Nicola Richards","Conservative","West Bromwich East","Aye",""
"Angela Richardson","Conservative","Guildford","Aye",""
"Marie Rimmer","Labour","St Helens South and Whiston","No",""
"Rob Roberts","Independent","Delyn","No Vote Recorded",""
"Laurence Robertson","Conservative","Tewkesbury","No Vote Recorded",""
"Gavin Robinson","Democratic Unionist Party","Belfast East","Aye",""
"Mary Robinson","Conservative","Cheadle","Aye",""
"Matt Rodda","Labour","Reading East","No",""
"Andrew Rosindell","Conservative","Romford","No Vote Recorded",""
"Douglas Ross","Conservative","Moray","Aye",""
"Lee Rowley","Conservative","North East Derbyshire","Aye",""
"Lloyd Russell-Moyle","Labour","Brighton, Kemptown","No",""
"Dean Russell","Conservative","Watford","Aye",""
"David Rutley","Conservative","Macclesfield","Aye",""
"Gary Sambrook","Conservative","Birmingham, Northfield","Aye",""
"Liz Saville Roberts","Plaid Cymru","Dwyfor Meirionnydd","No",""
"Selaine Saxby","Conservative","North Devon","Aye",""
"Paul Scully","Conservative","Sutton and Cheam","Aye",""
"Bob Seely","Conservative","Isle of Wight","Aye",""
"Andrew Selous","Conservative","South West Bedfordshire","Aye",""
"Naz Shah","Labour","Bradford West","No",""
"Michael Shanks","Labour","Rutherglen and Hamilton West","No",""
"Jim Shannon","Democratic Unionist Party","Strangford","Aye",""
"Grant Shapps","Conservative","Welwyn Hatfield","Aye",""
"Virendra Sharma","Labour","Ealing, Southall","No",""
"Alok Sharma","Conservative","Reading West","No Vote Recorded",""
"Barry Sheerman","Labour","Huddersfield","No",""
"Alec Shelbrooke","Conservative","Elmet and Rothwell","Aye",""
"Tommy Sheppard","Scottish National Party","Edinburgh East","No Vote Recorded",""
"Tulip Siddiq","Labour","Hampstead and Kilburn","No",""
"David Simmonds","Conservative","Ruislip, Northwood and Pinner","Aye",""
"Andy Slaughter","Labour","Hammersmith","No",""
"Alyn Smith","Scottish National Party","Stirling","No Vote Recorded",""
"Cat Smith","Labour","Lancaster and Fleetwood","No",""
"Chloe Smith","Conservative","Norwich North","Aye",""
"Greg Smith","Conservative","Buckingham","Aye",""
"Henry Smith","Conservative","Crawley","Aye",""
"Jeff Smith","Labour","Manchester, Withington","No",""
"Julian Smith","Conservative","Skipton and Ripon","Aye",""
"Nick Smith","Labour","Blaenau Gwent","No",""
"Royston Smith","Conservative","Southampton, Itchen","Aye",""
"Karin Smyth","Labour","Bristol South","No",""
"Alex Sobel","Labour","Leeds North West","No",""
"Amanda Solloway","Conservative","Derby North","Aye",""
"John Spellar","Labour","Warley","No",""
"Ben Spencer","Conservative","Runnymede and Weybridge","Aye",""
"Mark Spencer","Conservative","Sherwood","Aye",""
"Alexander Stafford","Conservative","Rother Valley","Aye",""
"Keir Starmer","Labour","Holborn and St Pancras","No Vote Recorded",""
"Chris Stephens","Scottish National Party","Glasgow South West","No",""
"Andrew Stephenson","Conservative","Pendle","Aye",""
"Jo Stevens","Labour","Cardiff Central","No",""
"Jane Stevenson","Conservative","Wolverhampton North East","Aye",""
"John Stevenson","Conservative","Carlisle","Aye",""
"Bob Stewart","Independent","Beckenham","No Vote Recorded",""
"Iain Stewart","Conservative","Milton Keynes South","Aye",""
"Jamie Stone","Liberal Democrat","Caithness, Sutherland and Easter Ross","No Vote Recorded",""
"Alistair Strathern","Labour","Mid Bedfordshire","No",""
"Gary Streeter","Conservative","South West Devon","Aye",""
"Wes Streeting","Labour","Ilford North","No Vote Recorded",""
"Mel Stride","Conservative","Central Devon","Aye",""
"Graham Stringer","Labour","Blackley and Broughton","No Vote Recorded",""
"Graham Stuart","Conservative","Beverley and Holderness","Aye",""
"Julian Sturdy","Conservative","York Outer","Aye",""
"Zarah Sultana","Labour","Coventry South","No",""
"Rishi Sunak","Conservative","Richmond (Yorks)","No Vote Recorded",""
"James Sunderland","Conservative","Bracknell","Aye",""
"Desmond Swayne","Conservative","New Forest West","Aye",""
"Robert Syms","Conservative","Poole","Aye",""
"Mark Tami","Labour","Alyn and Deeside","No",""
"Sam Tarry","Labour","Ilford South","No Vote Recorded",""
"Alison Thewliss","Scottish National Party","Glasgow Central","No",""
"Nick Thomas-Symonds","Labour","Torfaen","No",""
"Derek Thomas","Conservative","St Ives","No Vote Recorded",""
"Gareth Thomas","Labour","Harrow West","No",""
"Owen Thompson","Scottish National Party","Midlothian","No",""
"Richard Thomson","Scottish National Party","Gordon","No Vote Recorded",""
"Emily Thornberry","Labour","Islington South and Finsbury","No",""
"Maggie Throup","Conservative","Erewash","Aye",""
"Stephen Timms","Labour","East Ham","No",""
"Edward Timpson","Conservative","Eddisbury","Aye",""
"Kelly Tolhurst","Conservative","Rochester and Strood","No Vote Recorded",""
"Justin Tomlinson","Conservative","North Swindon","Aye",""
"Michael Tomlinson","Conservative","Mid Dorset and North Poole","Aye",""
"Craig Tracey","Conservative","North Warwickshire","Aye",""
"Anne-Marie Trevelyan","Conservative","Berwick-upon-Tweed","No Vote Recorded",""
"Jon Trickett","Labour","Hemsworth","No",""
"Laura Trott","Conservative","Sevenoaks","Aye",""
"Elizabeth Truss","Conservative","South West Norfolk","No Vote Recorded",""
"Steve Tuckwell","Conservative","Uxbridge and South Ruislip","Aye",""
"Tom Tugendhat","Conservative","Tonbridge and Malling","Aye",""
"Karl Turner","Labour","Kingston upon Hull East","No",""
"Derek Twigg","Labour","Halton","No",""
"Liz Twist","Labour","Blaydon","No",""
"Shailesh Vara","Conservative","North West Cambridgeshire","Aye",""
"Valerie Vaz","Labour","Walsall South","No",""
"Martin Vickers","Conservative","Cleethorpes","Aye",""
"Matt Vickers","Conservative","Stockton South","Aye",""
"Theresa Villiers","Conservative","Chipping Barnet","No Vote Recorded",""
"Christian Wakeford","Labour","Bury South","No",""
"Robin Walker","Conservative","Worcester","No Vote Recorded",""
"Charles Walker","Conservative","Broxbourne","Aye",""
"Ben Wallace","Conservative","Wyre and Preston North","Aye",""
"Jamie Wallis","Conservative","Bridgend","Aye",""
"Matt Warman","Conservative","Boston and Skegness","Aye",""
"Giles Watling","Conservative","Clacton","Aye",""
"Suzanne Webb","Conservative","Stourbridge","Aye",""
"Claudia Webbe","Independent","Leicester East","No",""
"Catherine West","Labour","Hornsey and Wood Green","No",""
"Andrew Western","Labour","Stretford and Urmston","No",""
"Matt Western","Labour","Warwick and Leamington","No",""
"Helen Whately","Conservative","Faversham and Mid Kent","Aye",""
"Heather Wheeler","Conservative","South Derbyshire","Aye",""
"Alan Whitehead","Labour","Southampton, Test","No",""
"Philippa Whitford","Scottish National Party","Central Ayrshire","No Vote Recorded",""
"Mick Whitley","Labour","Birkenhead","No",""
"Craig Whittaker","Conservative","Calder Valley","Aye","Marcus Jones"
"John Whittingdale","Conservative","Maldon","Aye",""
"Nadia Whittome","Labour","Nottingham East","No",""
"Bill Wiggin","Conservative","North Herefordshire","Aye",""
"James Wild","Conservative","North West Norfolk","Aye",""
"Craig Williams","Conservative","Montgomeryshire","Aye",""
"Hywel Williams","Plaid Cymru","Arfon","No",""
"Gavin Williamson","Conservative","South Staffordshire","No Vote Recorded",""
"Munira Wilson","Liberal Democrat","Twickenham","No Vote Recorded",""
"Sammy Wilson","Democratic Unionist Party","East Antrim","Aye",""
"Beth Winter","Labour","Cynon Valley","No Vote Recorded",""
"Rosie Winterton","Deputy Speaker","Doncaster Central","No Vote Recorded",""
"Pete Wishart","Scottish National Party","Perth and North Perthshire","No Vote Recorded",""
"Mike Wood","Conservative","Dudley South","Aye",""
"William Wragg","Conservative","Hazel Grove","Aye",""
"Jeremy Wright","Conservative","Kenilworth and Southam","No Vote Recorded",""
"Mohammad Yasin","Labour","Bedford","No Vote Recorded",""
"Jacob Young","Conservative","Redcar","Aye",""
"Nadhim Zahawi","Conservative","Stratford-on-Avon","No Vote Recorded",""
"Daniel Zeichner","Labour","Cambridge","No",""
